Date,SUNPHARMA.NS
2023-11-17,1165.5478515625
2023-11-20,1159.1082763671875
2023-11-21,1172.1824951171875
2023-11-22,1174.8167724609375
2023-11-23,1169.6456298828125
2023-11-24,1166.3770751953125
2023-11-28,1162.3768310546875
2023-11-29,1172.9627685546875
2023-11-30,1196.037841796875
2023-12-01,1201.306396484375
2023-12-04,1201.208984375
2023-12-05,1209.404541015625
2023-12-06,1210.185302734375
2023-12-07,1209.160888671875
2023-12-08,1205.7459716796875
2023-12-11,1211.2095947265625
2023-12-12,1188.3787841796875
2023-12-13,1203.1114501953125
2023-12-14,1201.35546875
2023-12-15,1205.6971435546875
2023-12-18,1222.2835693359375
2023-12-19,1214.6732177734375
2023-12-20,1202.1845703125
2023-12-21,1203.501708984375
2023-12-22,1213.4049072265625
2023-12-26,1217.161376953125
2023-12-27,1221.990966796875
2023-12-28,1231.455078125
2023-12-29,1228.820556640625
2024-01-01,1229.601318359375
2024-01-02,1264.6768798828125
2024-01-03,1267.0184326171875
2024-01-04,1281.0194091796875
2024-01-05,1268.57958984375
2024-01-08,1273.5557861328125
2024-01-09,1291.8009033203125
2024-01-10,1292.630126953125
2024-01-11,1284.2393798828125
2024-01-12,1293.703369140625
2024-01-15,1297.020751953125
2024-01-16,1281.5074462890625
2024-01-17,1267.408935546875
2024-01-18,1303.26513671875
2024-01-19,1303.11865234375
2024-01-23,1344.7802734375
2024-01-24,1348.48779296875
2024-01-25,1335.023681640625
2024-01-29,1366.7818603515625
2024-01-30,1338.3896484375
2024-01-31,1383.953857421875
2024-02-01,1373.7091064453125
2024-02-02,1382.1976318359375
2024-02-05,1428.200927734375
2024-02-06,1439.2261962890625
2024-02-07,1459.81298828125
2024-02-08,1463.13037109375
2024-02-09,1506.0107421875
2024-02-12,1505.6671142578125
2024-02-13,1513.271728515625
2024-02-14,1491.8807373046875
2024-02-15,1481.57763671875
2024-02-16,1481.626708984375
2024-02-19,1501.398681640625
2024-02-20,1509.83740234375
2024-02-21,1514.449462890625
2024-02-22,1528.82470703125
2024-02-23,1531.9644775390625
2024-02-26,1527.7451171875
2024-02-27,1553.061279296875
2024-02-28,1544.328125
2024-02-29,1548.3511962890625
2024-03-01,1530.001953125
2024-03-04,1522.986083984375
2024-03-05,1544.6715087890625
2024-03-06,1573.9127197265625
2024-03-07,1575.5806884765625
2024-03-11,1563.707763671875
2024-03-12,1554.5821533203125
2024-03-13,1529.3641357421875
2024-03-14,1540.7464599609375
2024-03-15,1519.1593017578125
2024-03-18,1541.7769775390625
2024-03-19,1519.4044189453125
2024-03-20,1520.28759765625
2024-03-21,1535.8402099609375
2024-03-22,1578.720703125
2024-03-26,1568.123291015625
2024-03-27,1574.0599365234375
2024-03-28,1590.152099609375
2024-04-01,1598.68896484375
2024-04-02,1591.8203125
2024-04-03,1589.46533203125
2024-04-04,1588.974609375
2024-04-05,1578.8187255859375
2024-04-08,1569.693115234375
2024-04-09,1572.48974609375
2024-04-10,1573.961669921875
2024-04-12,1511.113037109375
2024-04-15,1511.1622314453125
2024-04-16,1508.7091064453125
2024-04-18,1487.955810546875
2024-04-19,1494.235595703125
2024-04-22,1511.211181640625
2024-04-23,1456.80126953125
2024-04-24,1457.8807373046875
2024-04-25,1491.635498046875
2024-04-26,1478.29052734375
2024-04-29,1493.05810546875
2024-04-30,1473.9239501953125
2024-05-02,1490.507080078125
2024-05-03,1482.8043212890625
2024-05-06,1500.4666748046875
2024-05-07,1486.9254150390625
2024-05-08,1493.2054443359375
2024-05-09,1466.6136474609375
2024-05-10,1478.29052734375
2024-05-13,1496.4434814453125
2024-05-14,1516.2645263671875
2024-05-15,1498.7493896484375
2024-05-16,1507.4825439453125
2024-05-17,1502.6744384765625
2024-05-21,1512.045166015625
2024-05-22,1510.42626953125
2024-05-23,1467.0552978515625
2024-05-24,1458.812744140625
2024-05-27,1438.55029296875
2024-05-28,1437.421875
2024-05-29,1451.2081298828125
2024-05-30,1431.7305908203125
2024-05-31,1432.41748046875
2024-06-03,1425.7940673828125
2024-06-04,1403.0291748046875
2024-06-05,1459.4017333984375
2024-06-06,1445.075439453125
2024-06-07,1478.5848388671875
2024-06-10,1484.7177734375
2024-06-11,1471.6180419921875
2024-06-12,1478.5848388671875
2024-06-13,1482.4608154296875
2024-06-14,1487.5631103515625
2024-06-18,1492.42041015625
2024-06-19,1475.788330078125
2024-06-20,1443.4073486328125
2024-06-21,1439.727783203125
2024-06-24,1466.466552734375
2024-06-25,1476.9656982421875
2024-06-26,1492.61669921875
2024-06-27,1487.80859375
2024-06-28,1492.322265625
2024-07-01,1491.586181640625
2024-07-02,1495.4622802734375
2024-07-03,1505.176513671875
2024-07-04,1528.6773681640625
2024-07-05,1538.9803466796875
2024-07-08,1527.2054443359375
2024-07-09,1555.6614990234375
2024-07-10,1568.56494140625
2024-07-11,1552.079833984375
2024-07-12,1552.6214599609375
2024-07-15,1561.382080078125
2024-07-16,1554.590087890625
2024-07-18,1569.3062744140625
2024-07-19,1544.1068115234375
2024-07-22,1562.5140380859375
2024-07-23,1576.5411376953125
2024-07-24,1594.1119384765625
2024-07-25,1639.7366943359375
2024-07-26,1687.4287109375
2024-07-29,1696.287841796875
2024-07-30,1674.9765625
2024-07-31,1692.44873046875
2024-08-01,1688.3636474609375
2024-08-02,1704.556396484375
2024-08-05,1693.43310546875
2024-08-06,1680.83349609375
2024-08-07,1707.3125
2024-08-08,1709.8720703125
2024-08-09,1708.1492919921875
2024-08-12,1706.721923828125
2024-08-13,1712.8741455078125
2024-08-14,1714.4000244140625
2024-08-16,1715.482666015625
2024-08-19,1720.4537353515625
2024-08-20,1738.7135009765625
2024-08-21,1737.0400390625
2024-08-22,1723.259033203125
2024-08-23,1747.9664306640625
2024-08-26,1744.718017578125
2024-08-27,1761.40283203125
2024-08-28,1783.5015869140625
2024-08-29,1771.0494384765625
2024-08-30,1793.148193359375
2024-09-02,1787.5374755859375
2024-09-03,1783.156982421875
2024-09-04,1804.1729736328125
2024-09-05,1797.92236328125
2024-09-06,1796.0029296875
2024-09-09,1793.3450927734375
2024-09-10,1807.6182861328125
2024-09-11,1816.8218994140625
2024-09-12,1836.2137451171875
2024-09-13,1824.74609375
2024-09-16,1833.802001953125
2024-09-17,1836.90283203125
2024-09-18,1807.2738037109375
2024-09-19,1817.16650390625
2024-09-20,1836.5582275390625
2024-09-23,1833.555908203125
2024-09-24,1838.8714599609375
2024-09-25,1841.283203125
2024-09-26,1868.697509765625
2024-09-27,1918.2103271484375
2024-09-30,1896.5546875
2024-10-01,1889.91015625
2024-10-03,1880.95263671875
2024-10-04,1880.1651611328125
2024-10-07,1875.440185546875
2024-10-08,1887.154052734375
2024-10-09,1900.6396484375
2024-10-10,1858.2139892578125
2024-10-11,1872.1917724609375
2024-10-14,1879.8697509765625
2024-10-15,1868.7464599609375
2024-10-16,1868.7958984375
2024-10-17,1859.9859619140625
2024-10-18,1880.4603271484375
2024-10-21,1867.3192138671875
2024-10-22,1858.0172119140625
2024-10-23,1810.5711669921875
2024-10-24,1819.971923828125
2024-10-25,1831.2918701171875
2024-10-28,1873.126953125
2024-10-29,1842.3167724609375
2024-10-30,1823.121826171875
2024-10-31,1819.971923828125
2024-11-01,1829.3232421875
2024-11-04,1780.5977783203125
2024-11-05,1775.380615234375
2024-11-06,1798.8572998046875
2024-11-07,1762.928466796875
2024-11-08,1781.28662109375
2024-11-11,1766.521484375
2024-11-12,1772.6737060546875
2024-11-13,1751.16552734375
2024-11-14,1740.534423828125
2024-11-18,1720.404541015625
2024-11-19,1749.44287109375
2024-11-21,1752.14990234375
2024-11-22,1767.21044921875
2024-11-25,1770.7542724609375
2024-11-26,1734.037841796875
2024-11-27,1722.0777587890625
2024-11-28,1707.1156005859375
2024-11-29,1753.035888671875
2024-12-02,1780.253173828125
2024-12-03,1771.88623046875
2024-12-04,1772.0338134765625
2024-12-05,1785.076416015625
2024-12-06,1776.611083984375
2024-12-09,1778.3829345703125
2024-12-10,1781.6312255859375
2024-12-11,1785.617919921875
2024-12-12,1777.20166015625
2024-12-13,1785.076416015625
2024-12-16,1781.4837646484375
2024-12-17,1761.058349609375
2024-12-18,1772.87060546875
2024-12-19,1794.7724609375
2024-12-20,1780.5484619140625
2024-12-23,1786.2086181640625
2024-12-24,1790.5396728515625
2024-12-26,1812.5399169921875
2024-12-27,1832.128662109375
2024-12-30,1854.42431640625
2024-12-31,1856.8359375
2025-01-01,1860.3795166015625
2025-01-02,1848.61669921875
2025-01-03,1820.710205078125
2025-01-06,1818.4952392578125
2025-01-07,1824.4014892578125
2025-01-08,1808.996337890625
2025-01-09,1797.774658203125
2025-01-10,1756.874755859375
2025-01-13,1719.5677490234375
2025-01-14,1743.1429443359375
2025-01-15,1729.3621826171875
2025-01-16,1735.7113037109375
2025-01-17,1758.5975341796875
2025-01-20,1750.4273681640625
2025-01-21,1735.1204833984375
2025-01-22,1770.8033447265625
2025-01-23,1804.9112548828125
2025-01-24,1793.6895751953125
2025-01-27,1758.8927001953125
2025-01-28,1678.8154296875
2025-01-29,1708.198486328125
2025-01-30,1711.8897705078125
2025-01-31,1716.663818359375
2025-02-01,1714.9412841796875
2025-02-03,1713.366455078125
2025-02-04,1737.6307373046875
2025-02-05,1725.326171875
2025-02-06,1725.07861328125
2025-02-07,1732.8028564453125
2025-02-10,1715.2747802734375
2025-02-11,1683.239013671875
2025-02-12,1677.3963623046875
2025-02-13,1729.3863525390625
2025-02-14,1683.981689453125
2025-02-17,1697.548583984375
2025-02-18,1685.071044921875
2025-02-19,1660.31396484375
2025-02-20,1653.0848388671875
2025-02-21,1627.7830810546875
2025-02-24,1623.5743408203125
2025-02-25,1597.9259033203125
2025-02-27,1631.49658203125
2025-02-28,1577.7735595703125
2025-03-03,1569.7027587890625
2025-03-04,1551.283447265625
2025-03-05,1567.078369140625
2025-03-06,1598.322021484375
2025-03-07,1593.667724609375
2025-03-10,1595.84619140625
2025-03-11,1639.2208251953125
2025-03-12,1660.5615234375
2025-03-13,1667.097412109375
2025-03-17,1687.744873046875
2025-03-18,1687.744873046875
2025-03-19,1715.5223388671875
2025-03-20,1733.24853515625
2025-03-21,1767.165771484375
2025-03-24,1767.462890625
2025-03-25,1747.607666015625
2025-03-26,1741.8638916015625
2025-03-27,1714.6309814453125
2025-03-28,1717.8494873046875
2025-04-01,1681.8526611328125
2025-04-02,1697.0040283203125
2025-04-03,1752.806640625
2025-04-04,1692.7457275390625
2025-04-07,1650.1634521484375
2025-04-08,1671.9498291015625
2025-04-09,1636.15087890625
2025-04-11,1671.1575927734375
2025-04-15,1688.43798828125
2025-04-16,1676.653564453125
2025-04-17,1734.486328125
2025-04-21,1727.9505615234375
2025-04-22,1730.42626953125
2025-04-23,1771.424072265625
2025-04-24,1786.37744140625
2025-04-25,1770.0377197265625
2025-04-28,1823.711181640625
2025-04-29,1787.9617919921875
2025-04-30,1814.5015869140625
2025-05-02,1806.8763427734375
2025-05-05,1818.7596435546875
2025-05-06,1801.4296875
2025-05-07,1763.996826171875
2025-05-08,1750.03369140625
2025-05-09,1727.8515625
2025-05-12,1669.8206787109375
2025-05-13,1683.4866943359375
2025-05-14,1691.60693359375
2025-05-15,1723.1971435546875
2025-05-16,1718.0477294921875
2025-05-19,1713.3931884765625
2025-05-20,1691.2109375
2025-05-21,1714.977783203125
2025-05-22,1702.0048828125
2025-05-23,1667.245849609375
2025-05-26,1659.8187255859375
2025-05-27,1667.0478515625
2025-05-28,1650.2130126953125
2025-05-29,1683.28857421875
2025-05-30,1661.30419921875
2025-06-02,1658.333251953125
2025-06-03,1651.30224609375
2025-06-04,1648.7275390625
2025-06-05,1666.750732421875
2025-06-06,1662.888671875
2025-06-09,1677.9410400390625
2025-06-10,1672.3955078125
2025-06-11,1674.1778564453125
2025-06-12,1671.009033203125
2025-06-13,1671.4052734375
2025-06-16,1668.929443359375
2025-06-17,1634.1702880859375
2025-06-18,1631.99169921875
2025-06-19,1631.5955810546875
2025-06-20,1648.9256591796875
2025-06-23,1646.3509521484375
2025-06-24,1645.55859375
2025-06-25,1653.3819580078125
2025-06-26,1653.5799560546875
2025-06-27,1671.20703125
2025-06-30,1659.422607421875
2025-07-01,1651.005126953125
2025-07-02,1661.205078125
2025-07-03,1663.3836669921875
2025-07-04,1660.0169677734375
2025-07-07,1669.05810546875
2025-07-08,1661.7059326171875
2025-07-09,1658.6259765625
2025-07-10,1651.7703857421875
2025-07-11,1661.2091064453125
2025-07-14,1671.74072265625
2025-07-15,1716.3509521484375
2025-07-16,1690.02197265625
2025-07-17,1692.406494140625
2025-07-18,1682.669677734375
2025-07-21,1681.378173828125
2025-07-22,1667.17041015625
2025-07-23,1671.641357421875
2025-07-24,1681.080078125
2025-07-25,1688.034912109375
2025-07-28,1691.214111328125
2025-07-29,1699.460693359375
2025-07-30,1722.6103515625
2025-07-31,1695.6851806640625
2025-08-01,1619.18212890625
2025-08-04,1631.0052490234375
2025-08-05,1621.566650390625
2025-08-06,1584.90478515625
2025-08-07,1588.0841064453125
2025-08-08,1576.6583251953125
2025-08-11,1598.0196533203125
2025-08-12,1611.73046875
2025-08-13,1629.217041015625
2025-08-14,1630.806640625
2025-08-18,1622.1627197265625
2025-08-19,1616.10205078125
2025-08-20,1622.5601806640625
2025-08-21,1629.6142578125
2025-08-22,1631.2041015625
2025-08-25,1646.0078125
2025-08-26,1589.971923828125
2025-08-28,1575.466064453125
2025-08-29,1584.2093505859375
2025-09-01,1553.210693359375
2025-09-02,1555.098388671875
2025-09-03,1568.51123046875
2025-09-04,1572.088134765625
2025-09-05,1583.3150634765625
2025-09-08,1570.79638671875
2025-09-09,1581.4273681640625
2025-09-10,1583.116455078125
2025-09-11,1599.3111572265625
2025-09-12,1606.1666259765625
2025-09-15,1591.660888671875
2025-09-16,1600.1060791015625
2025-09-17,1609.743408203125
2025-09-18,1637.9600830078125
2025-09-19,1645.3123779296875
2025-09-22,1633.389892578125
2025-09-23,1620.67236328125
2025-09-24,1616.598876953125
2025-09-25,1616.89697265625
2025-09-26,1576.4595947265625
2025-09-29,1579.04296875
2025-09-30,1584.0106201171875
2025-10-01,1625.64013671875
2025-10-03,1620.67236328125
2025-10-06,1644.020751953125
2025-10-07,1642.4310302734375
2025-10-08,1621.06982421875
2025-10-09,1647.7962646484375
2025-10-10,1660.1162109375
2025-10-13,1657.63232421875
2025-10-14,1643.7227783203125
2025-10-15,1644.418212890625
2025-10-16,1648.29296875
2025-10-17,1668.2633056640625
2025-10-20,1677.7020263671875
2025-10-21,1679.5897216796875
2025-10-23,1678.99365234375
2025-10-24,1688.034912109375
2025-10-27,1682.669677734375
2025-10-28,1676.1123046875
2025-10-29,1704.8258056640625
2025-10-30,1692.406494140625
2025-10-31,1679.788330078125
2025-11-03,1695.3870849609375
2025-11-04,1679.093017578125
2025-11-06,1675.0194091796875
2025-11-07,1680.48388671875
2025-11-10,1686.8426513671875
2025-11-11,1705.0245361328125
2025-11-12,1720.9212646484375
2025-11-13,1726.18701171875
2025-11-14,1745.7598876953125
2025-11-17,1752.5159912109375
2025-11-18,1747.448974609375
2025-11-19,1772.5855712890625
2025-11-20,1765.928955078125
2025-11-21,1768.2139892578125
2025-11-24,1769.3070068359375
2025-11-25,1765.332763671875
2025-11-26,1793.25146484375
2025-11-27,1798.6165771484375
2025-11-28,1819.779052734375
2025-12-01,1795.7353515625
2025-12-02,1787.88623046875
2025-12-03,1795.039794921875
2025-12-04,1806.56494140625
2025-12-05,1793.64892578125
2025-12-08,1784.6075439453125
2025-12-09,1764.5379638671875
2025-12-10,1773.9765625
2025-12-11,1795.5364990234375
2025-12-12,1781.9249267578125
2025-12-15,1785.501708984375
2025-12-16,1769.8037109375
2025-12-17,1781.328857421875
2025-12-18,1734.6322021484375
2025-12-19,1733.638671875
2025-12-22,1758.3779296875
2025-12-23,1744.567626953125
2025-12-24,1725.7896728515625
2025-12-26,1708.402587890625
2025-12-29,1706.1173095703125
2025-12-30,1709.0980224609375
2025-12-31,1708.6011962890625
2026-01-01,1709.9921875
2026-01-02,1716.84765625
2026-01-05,1717.741943359375
2026-01-06,1748.83984375
2026-01-07,1771.0953369140625
2026-01-08,1749.336669921875
2026-01-09,1718.7354736328125
2026-01-12,1724.7960205078125
2026-01-13,1717.5430908203125
2026-01-14,1689.723876953125
2026-01-15,1689.723876953125
2026-01-16,1658.129150390625
2026-01-19,1664.587158203125
2026-01-20,1603.384765625
2026-01-21,1602.4906005859375
2026-01-22,1623.653076171875
2026-01-23,1621.367919921875
2026-01-27,1628.32275390625
2026-01-28,1600.205322265625
2026-01-29,1579.04296875
2026-01-30,1585.004150390625
2026-02-02,1617.393798828125
2026-02-03,1691.1148681640625
2026-02-04,1693.4000244140625
2026-02-05,1702.5999755859375
2026-02-06,1695.0999755859375
2026-02-09,1704.5999755859375
2026-02-10,1707.800048828125
2026-02-11,1711.0999755859375
2026-02-12,1714.9000244140625
2026-02-13,1697.5
2026-02-16,1700.5
2026-02-17,1717.0999755859375
2026-02-18,1724.4000244140625
2026-02-19,1713.4000244140625
2026-02-20,1724.4000244140625
2026-02-23,1732.300048828125
2026-02-24,1731.800048828125
2026-02-25,1764.199951171875
2026-02-26,1785.699951171875
2026-02-27,1737.0
2026-03-02,1752.5
2026-03-04,1750.5
2026-03-05,1784.5
2026-03-06,1799.4000244140625
2026-03-09,1807.4000244140625
2026-03-10,1812.800048828125
2026-03-11,1825.9000244140625
2026-03-12,1825.300048828125
2026-03-13,1801.5999755859375
2026-03-16,1783.199951171875
2026-03-17,1794.4000244140625
2026-03-18,1778.300048828125
2026-03-19,1744.4000244140625
2026-03-20,1777.0999755859375
2026-03-23,1758.4000244140625
2026-03-24,1753.300048828125
2026-03-25,1795.4000244140625
2026-03-27,1793.5999755859375
2026-03-30,1757.199951171875
2026-04-01,1728.5
2026-04-02,1693.5999755859375
2026-04-06,1694.5999755859375
2026-04-07,1718.0
2026-04-08,1714.5999755859375
2026-04-09,1717.0999755859375
2026-04-10,1654.9000244140625
2026-04-13,1652.199951171875
2026-04-15,1696.5999755859375
2026-04-16,1693.0999755859375
2026-04-17,1675.5
2026-04-20,1668.5999755859375
2026-04-21,1665.199951171875
2026-04-22,1669.800048828125
2026-04-23,1680.0999755859375
2026-04-24,1620.4000244140625
2026-04-27,1733.5
2026-04-28,1747.300048828125
2026-04-29,1778.699951171875
2026-04-30,1808.300048828125
2026-05-01,1808.300048828125
2026-05-04,1823.5
2026-05-05,1820.800048828125
2026-05-06,1850.199951171875
2026-05-07,1834.4000244140625
2026-05-08,1847.9000244140625
2026-05-11,1872.699951171875
2026-05-12,
